median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
2.1880000000000000e+005,2.6913999999999998e+000,5.2000000000000000e+001,1.7690000000000000e+003,3.7200000000000000e+002,8.4900000000000000e+002,3.6500000000000000e+002,3.7859999999999999e+001,-1.2227000000000000e+002
1.9820000000000000e+005,1.8447000000000000e+000,5.2000000000000000e+001,2.3070000000000000e+003,5.8300000000000000e+002,1.1270000000000000e+003,5.4800000000000000e+002,3.7859999999999999e+001,-1.2227000000000000e+002
2.5360000000000000e+005,1.6307000000000000e+000,3.5000000000000000e+001,5.1610000000000000e+003,1.7440000000000000e+003,3.2760000000000000e+003,1.7420000000000000e+003,3.7859999999999999e+001,-1.2226000000000001e+002
2.5740000000000000e+005,2.9043999999999999e+000,5.2000000000000000e+001,3.4970000000000000e+003,8.3200000000000000e+002,1.4930000000000000e+003,7.9400000000000000e+002,3.7859999999999999e+001,-1.2226000000000001e+002
2.8950000000000000e+005,2.9405000000000001e+000,5.2000000000000000e+001,3.7740000000000000e+003,7.4400000000000000e+002,1.4610000000000000e+003,6.7900000000000000e+002,3.7859999999999999e+001,-1.2226000000000001e+002
2.4170000000000000e+005,3.3893000000000000e+000,5.2000000000000000e+001,2.8880000000000000e+003,6.0400000000000000e+002,1.2530000000000000e+003,5.3800000000000000e+002,3.7859999999999999e+001,-1.2226000000000001e+002
4.8960000000000000e+005,3.0417000000000001e+000,4.8000000000000000e+001,2.1530000000000000e+003,5.1700000000000000e+002,1.6560000000000000e+003,4.5900000000000000e+002,3.7859999999999999e+001,-1.2225000000000000e+002
4.4620000000000000e+005,7.0896999999999997e+000,5.2000000000000000e+001,1.3890000000000000e+003,1.9100000000000000e+002,5.1400000000000000e+002,2.0200000000000000e+002,3.7859999999999999e+001,-1.2225000000000000e+002
4.5630000000000000e+005,5.0462999999999996e+000,5.2000000000000000e+001,1.7090000000000000e+003,3.1800000000000000e+002,7.1900000000000000e+002,2.9500000000000000e+002,3.7859999999999999e+001,-1.2225000000000000e+002
3.3680000000000000e+005,1.7652000000000001e+000,5.2000000000000000e+001,1.5870000000000000e+003,4.4400000000000000e+002,8.7800000000000000e+002,4.4900000000000000e+002,3.7859999999999999e+001,-1.2225000000000000e+002
5.0000100000000000e+005,7.8521000000000001e+000,5.2000000000000000e+001,1.6680000000000000e+003,2.2500000000000000e+002,5.1700000000000000e+002,2.1400000000000000e+002,3.7859999999999999e+001,-1.2223999999999999e+002
5.0000100000000000e+005,9.3958999999999993e+000,5.2000000000000000e+001,3.7260000000000000e+003,4.7400000000000000e+002,1.3660000000000000e+003,4.9600000000000000e+002,3.7850000000000001e+001,-1.2223999999999999e+002
3.7690000000000000e+005,5.3794000000000004e+000,5.2000000000000000e+001,4.0480000000000000e+003,6.6300000000000000e+002,1.3160000000000000e+003,5.9000000000000000e+002,3.7859999999999999e+001,-1.2225000000000000e+002
3.0960000000000000e+005,3.2618999999999998e+000,5.2000000000000000e+001,3.6180000000000000e+003,7.6800000000000000e+002,1.5080000000000000e+003,7.5500000000000000e+002,3.7850000000000001e+001,-1.2226000000000001e+002
1.8230000000000000e+005,2.7054000000000000e+000,5.2000000000000000e+001,4.0760000000000000e+003,9.2000000000000000e+002,1.8000000000000000e+003,8.1500000000000000e+002,3.7850000000000001e+001,-1.2227000000000000e+002
1.7270000000000000e+005,2.2431000000000001e+000,4.7000000000000000e+001,2.0770000000000000e+003,4.0000000000000000e+002,7.1900000000000000e+002,3.2600000000000000e+002,3.7850000000000001e+001,-1.2227000000000000e+002
1.5080000000000000e+005,1.9028000000000000e+000,5.0000000000000000e+001,1.2790000000000000e+003,3.0000000000000000e+002,6.7500000000000000e+002,2.5500000000000000e+002,3.7850000000000001e+001,-1.2227000000000000e+002
1.5360000000000000e+005,1.5817000000000001e+000,5.2000000000000000e+001,1.9740000000000000e+003,4.2600000000000000e+002,8.7500000000000000e+002,3.6300000000000000e+002,3.7850000000000001e+001,-1.2227000000000000e+002
1.0630000000000000e+005,2.2841000000000000e+000,5.2000000000000000e+001,3.3500000000000000e+002,8.3000000000000000e+001,1.5200000000000000e+002,7.7000000000000000e+001,3.7850000000000001e+001,-1.2227000000000000e+002
1.4230000000000000e+005,1.3785000000000001e+000,4.7000000000000000e+001,1.3750000000000000e+003,3.0700000000000000e+002,8.4300000000000000e+002,3.1900000000000000e+002,3.7850000000000001e+001,-1.2227000000000000e+002
1.1940000000000000e+005,2.9018000000000002e+000,5.2000000000000000e+001,6.1000000000000000e+002,1.4500000000000000e+002,2.8100000000000000e+002,1.3200000000000000e+002,3.7850000000000001e+001,-1.2228000000000000e+002
1.4790000000000000e+005,1.7300000000000000e+000,4.4000000000000000e+001,1.0250000000000000e+003,1.9800000000000000e+002,5.0600000000000000e+002,2.0400000000000000e+002,3.7850000000000001e+001,-1.2228000000000000e+002
1.3290000000000000e+005,2.2625000000000002e+000,4.8000000000000000e+001,2.0630000000000000e+003,4.8400000000000000e+002,1.0540000000000000e+003,4.6600000000000000e+002,3.7850000000000001e+001,-1.2228000000000000e+002
1.3250000000000000e+005,2.2105999999999999e+000,3.5000000000000000e+001,1.8720000000000000e+003,4.1900000000000000e+002,1.0170000000000000e+003,4.1400000000000000e+002,3.7840000000000003e+001,-1.2229000000000001e+002
1.2690000000000000e+005,2.6997000000000000e+000,5.2000000000000000e+001,3.1080000000000000e+003,8.1300000000000000e+002,1.6230000000000000e+003,7.6500000000000000e+002,3.7829999999999998e+001,-1.2228000000000000e+002
1.4380000000000000e+005,4.0018000000000002e+000,1.4000000000000000e+001,7.3550000000000000e+003,2.4080000000000000e+003,3.1000000000000000e+003,2.0510000000000000e+003,3.7840000000000003e+001,-1.2230000000000000e+002
5.0000100000000000e+005,7.8772000000000002e+000,5.2000000000000000e+001,2.9900000000000000e+003,3.7900000000000000e+002,9.4700000000000000e+002,3.6100000000000000e+002,3.7829999999999998e+001,-1.2223000000000000e+002
5.0000100000000000e+005,1.1860300000000001e+001,3.9000000000000000e+001,2.4920000000000000e+003,3.1000000000000000e+002,8.0800000000000000e+002,3.1500000000000000e+002,3.7820000000000000e+001,-1.2222000000000000e+002
5.0000100000000000e+005,1.3499000000000001e+001,4.2000000000000000e+001,2.9910000000000000e+003,3.3500000000000000e+002,1.0180000000000000e+003,3.3500000000000000e+002,3.7820000000000000e+001,-1.2222000000000000e+002
5.0000100000000000e+005,1.2213800000000001e+001,5.2000000000000000e+001,3.2420000000000000e+003,3.6600000000000000e+002,1.0010000000000000e+003,3.5200000000000000e+002,3.7820000000000000e+001,-1.2223000000000000e+002
4.6610000000000000e+005,8.1872000000000007e+000,5.2000000000000000e+001,3.0510000000000000e+003,3.8100000000000000e+002,1.0050000000000000e+003,3.6900000000000000e+002,3.7820000000000000e+001,-1.2223000000000000e+002
5.0000100000000000e+005,1.2380400000000000e+001,5.2000000000000000e+001,3.4940000000000000e+003,3.9600000000000000e+002,1.1920000000000000e+003,3.8300000000000000e+002,3.7820000000000000e+001,-1.2223000000000000e+002
4.5780000000000000e+005,5.8948000000000000e+000,5.2000000000000000e+001,1.7570000000000000e+003,2.4600000000000000e+002,5.8500000000000000e+002,2.2700000000000000e+002,3.7829999999999998e+001,-1.2223999999999999e+002
4.7160000000000000e+005,8.1194000000000006e+000,5.2000000000000000e+001,2.4490000000000000e+003,3.1200000000000000e+002,9.1600000000000000e+002,3.1600000000000000e+002,3.7829999999999998e+001,-1.2223999999999999e+002
5.0000100000000000e+005,8.7477000000000000e+000,5.2000000000000000e+001,1.6110000000000000e+003,2.0300000000000000e+002,5.5600000000000000e+002,1.7900000000000000e+002,3.7820000000000000e+001,-1.2223000000000000e+002
3.9860000000000000e+005,6.1550000000000002e+000,5.2000000000000000e+001,3.6650000000000000e+003,5.1700000000000000e+002,1.4700000000000000e+003,5.2000000000000000e+002,3.7820000000000000e+001,-1.2223999999999999e+002
3.4070000000000000e+005,5.8830000000000000e+000,5.2000000000000000e+001,2.4740000000000000e+003,4.0300000000000000e+002,1.1040000000000000e+003,3.9800000000000000e+002,3.7820000000000000e+001,-1.2225000000000000e+002
2.8990000000000000e+005,5.2127999999999997e+000,5.2000000000000000e+001,3.0370000000000000e+003,5.1600000000000000e+002,1.2420000000000000e+003,5.1800000000000000e+002,3.7759999999999998e+001,-1.2223000000000000e+002
3.3530000000000000e+005,4.7187999999999999e+000,5.2000000000000000e+001,2.2690000000000000e+003,3.2300000000000000e+002,8.0500000000000000e+002,3.2100000000000000e+002,3.7759999999999998e+001,-1.2223000000000000e+002
3.3300000000000000e+005,5.2915000000000001e+000,5.2000000000000000e+001,1.3160000000000000e+003,1.7700000000000000e+002,3.7800000000000000e+002,1.6200000000000000e+002,3.7759999999999998e+001,-1.2223000000000000e+002
2.4100000000000000e+005,2.6410999999999998e+000,5.2000000000000000e+001,1.1530000000000000e+003,2.3500000000000000e+002,4.8100000000000000e+002,2.2300000000000000e+002,3.7770000000000003e+001,-1.2223999999999999e+002
1.8960000000000000e+005,3.3214000000000001e+000,5.2000000000000000e+001,7.7200000000000000e+002,1.7900000000000000e+002,4.0900000000000000e+002,1.6000000000000000e+002,3.7770000000000003e+001,-1.2223000000000000e+002
2.0630000000000000e+005,3.6417000000000002e+000,5.2000000000000000e+001,1.7110000000000000e+003,3.8600000000000000e+002,8.8500000000000000e+002,3.7300000000000000e+002,3.7770000000000003e+001,-1.2223999999999999e+002
2.1570000000000000e+005,3.0160999999999998e+000,5.2000000000000000e+001,2.6500000000000000e+003,5.6600000000000000e+002,1.4680000000000000e+003,5.6700000000000000e+002,3.7770000000000003e+001,-1.2225000000000000e+002
2.1020000000000000e+005,3.1770999999999998e+000,5.2000000000000000e+001,1.0380000000000000e+003,2.2000000000000000e+002,4.8200000000000000e+002,2.1500000000000000e+002,3.7770000000000003e+001,-1.2225000000000000e+002
2.0880000000000000e+005,3.4531000000000001e+000,5.2000000000000000e+001,1.5270000000000000e+003,3.2000000000000000e+002,8.2500000000000000e+002,2.6400000000000000e+002,3.7770000000000003e+001,-1.2225000000000000e+002
1.9790000000000000e+005,4.3098000000000001e+000,5.2000000000000000e+001,8.5900000000000000e+002,1.5700000000000000e+002,4.2900000000000000e+002,1.5800000000000000e+002,3.7770000000000003e+001,-1.2225000000000000e+002
2.0130000000000000e+005,3.3437999999999999e+000,5.2000000000000000e+001,9.7000000000000000e+002,2.1700000000000000e+002,5.2800000000000000e+002,2.0800000000000000e+002,3.7780000000000001e+001,-1.2226000000000001e+002
1.9080000000000000e+005,2.9213000000000000e+000,5.2000000000000000e+001,1.0450000000000000e+003,2.3900000000000000e+002,4.9600000000000000e+002,2.1600000000000000e+002,3.7780000000000001e+001,-1.2226000000000001e+002
2.0790000000000000e+005,2.6806000000000001e+000,5.2000000000000000e+001,1.4080000000000000e+003,2.8000000000000000e+002,7.1800000000000000e+002,2.6500000000000000e+002,3.7780000000000001e+001,-1.2227000000000000e+002
2.1530000000000000e+005,3.7707999999999999e+000,5.2000000000000000e+001,1.2220000000000000e+003,2.6400000000000000e+002,6.3000000000000000e+002,2.6500000000000000e+002,3.7780000000000001e+001,-1.2227000000000000e+002
2.1290000000000000e+005,3.9443999999999999e+000,4.5000000000000000e+001,1.1690000000000000e+003,2.6300000000000000e+002,7.2300000000000000e+002,2.8600000000000000e+002,3.7780000000000001e+001,-1.2227000000000000e+002
2.9270000000000000e+005,5.2601000000000004e+000,1.3000000000000000e+001,2.0200000000000000e+003,5.3500000000000000e+002,9.5900000000000000e+002,4.8600000000000000e+002,3.7780000000000001e+001,-1.2227000000000000e+002
2.7500000000000000e+005,2.5444000000000000e+000,3.0000000000000000e+001,4.1450000000000000e+003,8.6900000000000000e+002,3.6680000000000000e+003,8.5500000000000000e+002,3.7789999999999999e+001,-1.2228000000000000e+002
2.0000000000000000e+005,2.6446999999999998e+000,4.2000000000000000e+001,2.0380000000000000e+003,3.6800000000000000e+002,2.0370000000000000e+003,3.5500000000000000e+002,3.7770000000000003e+001,-1.2230000000000000e+002
1.7340000000000000e+005,2.5762000000000000e+000,2.9000000000000000e+001,5.1540000000000000e+003,1.3940000000000000e+003,3.7410000000000000e+003,1.2730000000000000e+003,3.7780000000000001e+001,-1.2228000000000000e+002
1.0220000000000000e+005,1.9427000000000001e+000,4.2000000000000000e+001,1.2410000000000000e+003,3.0900000000000000e+002,8.2100000000000000e+002,3.0000000000000000e+002,3.7780000000000001e+001,-1.2229000000000001e+002
2.2080000000000000e+005,2.9687999999999999e+000,5.2000000000000000e+001,1.4680000000000000e+003,3.6300000000000000e+002,8.7000000000000000e+002,3.4700000000000000e+002,3.7770000000000003e+001,-1.2228000000000000e+002
2.4280000000000000e+005,3.7500000000000000e+000,2.7000000000000000e+001,3.9970000000000000e+003,1.0730000000000000e+003,1.9010000000000000e+003,9.6600000000000000e+002,3.7770000000000003e+001,-1.2228000000000000e+002
2.6540000000000000e+005,5.1702000000000004e+000,1.8000000000000000e+001,2.8730000000000000e+003,7.6300000000000000e+002,1.2430000000000000e+003,6.6300000000000000e+002,3.7759999999999998e+001,-1.2229000000000001e+002
2.1900000000000000e+005,2.5139000000000000e+000,5.0000000000000000e+001,1.4870000000000000e+003,3.0600000000000000e+002,7.3000000000000000e+002,3.2700000000000000e+002,3.7780000000000001e+001,-1.2228000000000000e+002
2.8210000000000000e+005,2.9731999999999998e+000,5.2000000000000000e+001,1.6700000000000000e+003,3.5000000000000000e+002,7.9300000000000000e+002,2.9900000000000000e+002,3.7770000000000003e+001,-1.2226000000000001e+002
3.7200000000000000e+005,5.5336999999999996e+000,5.2000000000000000e+001,2.2520000000000000e+003,3.8800000000000000e+002,1.0330000000000000e+003,4.3400000000000000e+002,3.7770000000000003e+001,-1.2227000000000000e+002
2.2580000000000000e+005,4.1666999999999996e+000,5.2000000000000000e+001,1.7310000000000000e+003,3.7700000000000000e+002,8.7200000000000000e+002,3.6300000000000000e+002,3.7770000000000003e+001,-1.2227000000000000e+002
2.2080000000000000e+005,2.7115000000000000e+000,5.2000000000000000e+001,1.7100000000000000e+003,4.8100000000000000e+002,8.4900000000000000e+002,4.5700000000000000e+002,3.7770000000000003e+001,-1.2227000000000000e+002
2.3450000000000000e+005,3.3269000000000002e+000,5.2000000000000000e+001,2.3880000000000000e+003,5.5900000000000000e+002,1.1210000000000000e+003,5.1800000000000000e+002,3.7770000000000003e+001,-1.2227000000000000e+002
2.5420000000000000e+005,3.2685000000000000e+000,5.2000000000000000e+001,2.1560000000000000e+003,4.5800000000000000e+002,8.7200000000000000e+002,4.4500000000000000e+002,3.7770000000000003e+001,-1.2225000000000000e+002
3.5180000000000000e+005,4.7778000000000000e+000,5.2000000000000000e+001,1.5650000000000000e+003,3.1500000000000000e+002,6.3700000000000000e+002,2.9700000000000000e+002,3.7770000000000003e+001,-1.2226000000000001e+002
2.7500000000000000e+005,4.2260000000000000e+000,5.2000000000000000e+001,1.7040000000000000e+003,3.7100000000000000e+002,6.6300000000000000e+002,3.4000000000000000e+002,3.7770000000000003e+001,-1.2226000000000001e+002
4.0540000000000000e+005,3.3571000000000000e+000,5.2000000000000000e+001,1.2100000000000000e+003,1.6800000000000000e+002,4.1100000000000000e+002,1.7200000000000000e+002,3.7770000000000003e+001,-1.2226000000000001e+002
2.2810000000000000e+005,2.9899000000000000e+000,5.2000000000000000e+001,2.0970000000000000e+003,4.4400000000000000e+002,9.1500000000000000e+002,4.1300000000000000e+002,3.7770000000000003e+001,-1.2226000000000001e+002
2.3400000000000000e+005,2.8750000000000000e+000,5.2000000000000000e+001,1.8480000000000000e+003,4.7900000000000000e+002,9.2100000000000000e+002,4.7700000000000000e+002,3.7770000000000003e+001,-1.2226000000000001e+002
1.6250000000000000e+005,2.3881999999999999e+000,4.3000000000000000e+001,9.5500000000000000e+002,2.8400000000000000e+002,5.8500000000000000e+002,2.6600000000000000e+002,3.7770000000000003e+001,-1.2223999999999999e+002
2.4340000000000000e+005,2.9750000000000001e+000,4.3000000000000000e+001,4.3290000000000000e+003,1.1100000000000000e+003,2.0860000000000000e+003,1.0530000000000000e+003,3.7770000000000003e+001,-1.2225000000000000e+002
2.7380000000000000e+005,5.1039000000000003e+000,5.2000000000000000e+001,3.0110000000000000e+003,5.4200000000000000e+002,1.3030000000000000e+003,5.3500000000000000e+002,3.7759999999999998e+001,-1.2223000000000000e+002
2.4850000000000000e+005,4.1458000000000004e+000,5.2000000000000000e+001,1.0490000000000000e+003,1.8500000000000000e+002,3.7400000000000000e+002,1.7600000000000000e+002,3.7759999999999998e+001,-1.2223000000000000e+002
2.4400000000000000e+005,3.4762000000000000e+000,5.2000000000000000e+001,2.5040000000000000e+003,5.1600000000000000e+002,9.7900000000000000e+002,4.7200000000000000e+002,3.7759999999999998e+001,-1.2223999999999999e+002
2.4090000000000000e+005,2.6833000000000000e+000,5.2000000000000000e+001,1.8460000000000000e+003,4.7100000000000000e+002,8.2700000000000000e+002,4.4600000000000000e+002,3.7759999999999998e+001,-1.2223999999999999e+002
3.0630000000000000e+005,5.7500000000000000e+000,5.2000000000000000e+001,1.7050000000000000e+003,2.4600000000000000e+002,6.5800000000000000e+002,2.5300000000000000e+002,3.7759999999999998e+001,-1.2223000000000000e+002
2.4000000000000000e+005,3.9632000000000001e+000,5.0000000000000000e+001,1.5420000000000000e+003,2.8900000000000000e+002,6.5400000000000000e+002,2.6800000000000000e+002,3.7750000000000000e+001,-1.2223000000000000e+002
2.4710000000000000e+005,4.9489000000000001e+000,4.5000000000000000e+001,8.9100000000000000e+002,1.5500000000000000e+002,3.8400000000000000e+002,1.4600000000000000e+002,3.7750000000000000e+001,-1.2223999999999999e+002
2.8660000000000000e+005,4.8711000000000002e+000,2.7000000000000000e+001,4.0510000000000000e+003,7.5300000000000000e+002,1.4990000000000000e+003,7.9700000000000000e+002,3.7750000000000000e+001,-1.2223999999999999e+002
2.6670000000000000e+005,3.0718000000000001e+000,5.2000000000000000e+001,2.6460000000000000e+003,5.8100000000000000e+002,1.1280000000000000e+003,5.2200000000000000e+002,3.7759999999999998e+001,-1.2223999999999999e+002
2.2980000000000000e+005,3.6718999999999999e+000,4.9000000000000000e+001,2.4280000000000000e+003,5.2500000000000000e+002,1.1100000000000000e+003,4.9200000000000000e+002,3.7759999999999998e+001,-1.2223999999999999e+002
2.2930000000000000e+005,4.6093999999999999e+000,5.2000000000000000e+001,2.5670000000000000e+003,4.3600000000000000e+002,1.1190000000000000e+003,4.1500000000000000e+002,3.7759999999999998e+001,-1.2223999999999999e+002
2.2840000000000000e+005,4.5213000000000001e+000,2.1000000000000000e+001,7.0310000000000000e+003,1.2490000000000000e+003,2.9300000000000000e+003,1.2350000000000000e+003,3.7729999999999997e+001,-1.2223999999999999e+002
2.0620000000000000e+005,4.4561999999999999e+000,2.5000000000000000e+001,1.9140000000000000e+003,3.6500000000000000e+002,8.9700000000000000e+002,3.9000000000000000e+002,3.7740000000000002e+001,-1.2225000000000000e+002
3.5070000000000000e+005,7.6109999999999998e+000,5.0000000000000000e+000,1.8634000000000000e+004,2.8850000000000000e+003,7.4270000000000000e+003,2.7180000000000000e+003,3.7719999999999999e+001,-1.2223999999999999e+002
2.3100000000000000e+005,3.2688999999999999e+000,3.1000000000000000e+001,5.7850000000000000e+003,1.3790000000000000e+003,2.9730000000000000e+003,1.3120000000000000e+003,3.7729999999999997e+001,-1.2227000000000000e+002
2.5290000000000000e+005,3.5670000000000002e+000,5.2000000000000000e+001,2.8760000000000000e+003,6.4800000000000000e+002,1.3400000000000000e+003,6.3200000000000000e+002,3.7759999999999998e+001,-1.2225000000000000e+002
3.5390000000000000e+005,3.6875000000000000e+000,2.8000000000000000e+001,6.9090000000000000e+003,1.5540000000000000e+003,2.9740000000000000e+003,1.4840000000000000e+003,3.7740000000000002e+001,-1.2227000000000000e+002
2.9170000000000000e+005,4.7694999999999999e+000,2.3000000000000000e+001,5.6790000000000000e+003,1.2700000000000000e+003,2.6900000000000000e+003,1.1510000000000000e+003,3.7770000000000003e+001,-1.2227000000000000e+002
1.0000000000000000e+005,3.1972000000000000e+000,2.0000000000000000e+001,1.1560000000000000e+003,3.6500000000000000e+002,5.8300000000000000e+002,3.2600000000000000e+002,3.7750000000000000e+001,-1.2228000000000000e+002
3.4160000000000000e+005,7.2633999999999999e+000,1.2000000000000000e+001,1.4316000000000000e+004,2.0450000000000000e+003,5.7810000000000000e+003,2.0070000000000000e+003,3.7770000000000003e+001,-1.2206000000000000e+002
4.1250000000000000e+005,7.0568000000000000e+000,5.0000000000000000e+000,3.5960000000000000e+003,4.6700000000000000e+002,1.7380000000000000e+003,5.1200000000000000e+002,3.7729999999999997e+001,-1.2206000000000000e+002
2.4860000000000000e+005,4.6349999999999998e+000,3.6000000000000000e+001,3.5410000000000000e+003,5.7000000000000000e+002,1.4780000000000000e+003,5.2900000000000000e+002,3.7710000000000001e+001,-1.2206000000000000e+002
2.5490000000000000e+005,5.3014999999999999e+000,4.0000000000000000e+001,1.8080000000000000e+003,3.0200000000000000e+002,7.4600000000000000e+002,2.7000000000000000e+002,3.7710000000000001e+001,-1.2206999999999999e+002
2.4150000000000000e+005,4.9801000000000002e+000,3.6000000000000000e+001,2.8790000000000000e+003,4.8000000000000000e+002,1.2350000000000000e+003,4.5500000000000000e+002,3.7710000000000001e+001,-1.2206999999999999e+002
2.9520000000000000e+005,5.4833999999999996e+000,2.6000000000000000e+001,3.2040000000000000e+003,4.7700000000000000e+002,1.4110000000000000e+003,4.8400000000000000e+002,3.7719999999999999e+001,-1.2206999999999999e+002
3.4040000000000000e+005,6.1870000000000003e+000,3.1000000000000000e+001,3.8660000000000000e+003,5.3100000000000000e+002,1.3680000000000000e+003,5.2100000000000000e+002,3.7719999999999999e+001,-1.2208000000000000e+002
2.7470000000000000e+005,5.6193999999999997e+000,3.2000000000000000e+001,2.4760000000000000e+003,3.6800000000000000e+002,1.0480000000000000e+003,3.6700000000000000e+002,3.7719999999999999e+001,-1.2208000000000000e+002
2.3860000000000000e+005,5.4638999999999998e+000,3.5000000000000000e+001,2.2110000000000000e+003,3.5000000000000000e+002,1.0040000000000000e+003,3.6500000000000000e+002,3.7710000000000001e+001,-1.2208000000000000e+002
2.6640000000000000e+005,5.1497999999999999e+000,3.5000000000000000e+001,2.6630000000000000e+003,3.8700000000000000e+002,1.0860000000000000e+003,3.6700000000000000e+002,3.7710000000000001e+001,-1.2209000000000000e+002
3.3020000000000000e+005,5.8381999999999996e+000,3.0000000000000000e+001,2.5990000000000000e+003,3.6600000000000000e+002,9.2200000000000000e+002,3.5000000000000000e+002,3.7719999999999999e+001,-1.2209999999999999e+002
2.0680000000000000e+005,4.6500000000000004e+000,3.6000000000000000e+001,4.5690000000000000e+003,8.2400000000000000e+002,1.9500000000000000e+003,8.1900000000000000e+002,3.7710000000000001e+001,-1.2211000000000000e+002
2.0920000000000000e+005,4.3818999999999999e+000,2.5000000000000000e+001,2.9730000000000000e+003,6.2200000000000000e+002,1.4130000000000000e+003,5.9500000000000000e+002,3.7700000000000003e+001,-1.2209999999999999e+002
1.9580000000000000e+005,3.7222000000000000e+000,3.0000000000000000e+001,3.1150000000000000e+003,6.2500000000000000e+002,1.4440000000000000e+003,5.6800000000000000e+002,3.7689999999999998e+001,-1.2209999999999999e+002
2.5350000000000000e+005,5.2854999999999999e+000,3.1000000000000000e+001,1.8430000000000000e+003,2.8200000000000000e+002,7.4900000000000000e+002,2.6900000000000000e+002,3.7710000000000001e+001,-1.2209000000000000e+002
2.4180000000000000e+005,4.3375000000000004e+000,3.1000000000000000e+001,2.0530000000000000e+003,3.3600000000000000e+002,8.6700000000000000e+002,3.2900000000000000e+002,3.7700000000000003e+001,-1.2209000000000000e+002
2.5250000000000000e+005,5.2130999999999998e+000,2.7000000000000000e+001,6.7400000000000000e+003,1.0730000000000000e+003,2.7230000000000000e+003,1.0350000000000000e+003,3.7710000000000001e+001,-1.2209999999999999e+002
2.6390000000000000e+005,6.0049999999999999e+000,3.0000000000000000e+001,1.7510000000000000e+003,2.6900000000000000e+002,7.3100000000000000e+002,2.6300000000000000e+002,3.7700000000000003e+001,-1.2209000000000000e+002
2.2700000000000000e+005,5.0518999999999998e+000,3.8000000000000000e+001,1.6630000000000000e+003,2.9500000000000000e+002,7.8100000000000000e+002,3.0100000000000000e+002,3.7710000000000001e+001,-1.2208000000000000e+002
2.2090000000000000e+005,4.8236999999999997e+000,3.8000000000000000e+001,3.7160000000000000e+003,6.5700000000000000e+002,1.7840000000000000e+003,6.5200000000000000e+002,3.7710000000000001e+001,-1.2208000000000000e+002
2.5930000000000000e+005,5.2496999999999998e+000,3.2000000000000000e+001,2.7180000000000000e+003,4.4700000000000000e+002,1.1560000000000000e+003,4.1000000000000000e+002,3.7700000000000003e+001,-1.2208000000000000e+002
2.3250000000000000e+005,4.1250000000000000e+000,3.9000000000000000e+001,1.4200000000000000e+003,2.7200000000000000e+002,6.4500000000000000e+002,2.7700000000000000e+002,3.7700000000000003e+001,-1.2206999999999999e+002
2.3160000000000000e+005,4.6005000000000003e+000,3.7000000000000000e+001,1.8930000000000000e+003,3.1000000000000000e+002,8.2100000000000000e+002,3.1500000000000000e+002,3.7700000000000003e+001,-1.2206000000000000e+002
2.0940000000000000e+005,3.5186999999999999e+000,3.3000000000000000e+001,3.9060000000000000e+003,7.9000000000000000e+002,1.9120000000000000e+003,7.7000000000000000e+002,3.7700000000000003e+001,-1.2206000000000000e+002
2.2320000000000000e+005,3.0000000000000000e+000,3.2000000000000000e+001,3.4000000000000000e+003,7.3600000000000000e+002,1.4870000000000000e+003,6.9400000000000000e+002,3.7700000000000003e+001,-1.2206999999999999e+002
2.0990000000000000e+005,3.4933999999999998e+000,2.5000000000000000e+001,3.4020000000000000e+003,7.5800000000000000e+002,1.6450000000000000e+003,7.1000000000000000e+002,3.7700000000000003e+001,-1.2208000000000000e+002
2.0820000000000000e+005,2.9861000000000000e+000,3.3000000000000000e+001,4.4130000000000000e+003,1.1070000000000000e+003,2.2390000000000000e+003,1.0510000000000000e+003,3.7700000000000003e+001,-1.2209000000000000e+002
2.0380000000000000e+005,2.5362000000000000e+000,2.9000000000000000e+001,2.3040000000000000e+003,6.1800000000000000e+002,1.0210000000000000e+003,5.5200000000000000e+002,3.7689999999999998e+001,-1.2206999999999999e+002
1.9570000000000000e+005,3.3020999999999998e+000,3.6000000000000000e+001,2.3500000000000000e+003,4.9900000000000000e+002,1.1050000000000000e+003,4.6700000000000000e+002,3.7689999999999998e+001,-1.2208000000000000e+002
1.9050000000000000e+005,3.0964000000000000e+000,3.1000000000000000e+001,5.9140000000000000e+003,1.3090000000000000e+003,2.9990000000000000e+003,1.2950000000000000e+003,3.7689999999999998e+001,-1.2206999999999999e+002
1.8100000000000000e+005,2.8512000000000000e+000,4.3000000000000000e+001,1.5750000000000000e+003,3.2400000000000000e+002,7.4000000000000000e+002,2.8400000000000000e+002,3.7689999999999998e+001,-1.2208000000000000e+002
1.8490000000000000e+005,3.3477999999999999e+000,4.2000000000000000e+001,1.4140000000000000e+003,2.7400000000000000e+002,6.2900000000000000e+002,2.4400000000000000e+002,3.7689999999999998e+001,-1.2208000000000000e+002
1.9080000000000000e+005,2.3957999999999999e+000,3.7000000000000000e+001,8.4800000000000000e+002,2.0200000000000000e+002,3.1400000000000000e+002,2.0500000000000000e+002,3.7680000000000000e+001,-1.2208000000000000e+002
2.4220000000000000e+005,3.5295000000000001e+000,1.5000000000000000e+001,3.0510000000000000e+003,6.8500000000000000e+002,1.4790000000000000e+003,6.6800000000000000e+002,3.7680000000000000e+001,-1.2208000000000000e+002
1.8830000000000000e+005,4.8036000000000003e+000,2.0000000000000000e+001,4.2960000000000000e+003,8.1700000000000000e+002,1.7320000000000000e+003,8.0000000000000000e+002,3.7689999999999998e+001,-1.2209000000000000e+002
